"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Link","Abstract","Author Keywords","Index Keywords","Publisher"
"Baker C.M.","Baker, Colleen M. (36462248400)","36462248400","Entrepreneurial Regulatory Legal Strategy: The Case of Cannabis","2020","American Business Law Journal","57","4","","913","954","41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104997649&doi=10.1111%2fablj.12172&partnerID=40&md5=fb1b3bcd42e65c90ef8a1b632ef6593f","This article develops the concepts of regulatory legal strategy, a resource-based view of government agencies, and regulatory entrepreneurship. These ideas are explored through a case study of the limited (if any) access that legal cannabis-related businesses have to the banking system due to the clash between federal law and laws in those states that have legalized some uses of cannabis. This article argues that regulators’ entrepreneurial regulatory legal strategies can have a material impact on regulated entities and give them a competitive advantage. To demonstrate, this article claims that regulators’ adoption of permissive regulatory legal strategies has facilitated access of some cannabis-related businesses to the banking system. Conversely, if regulators adopted obstructive regulatory strategies, this would act as a constraint on such access in the future, even if Congress resolves the federalism issue largely responsible for the current limitations these businesses face. © 2021 The Author. American Business Law Journal © 2021 Academy of Legal Studies in Business","","","Blackwell Publishing Ltd"
"Charlebois S.; Somogyi S.; Sterling B.","Charlebois, Sylvain (14025424600); Somogyi, Simon (37091692400); Sterling, Brian (55883347200)","14025424600; 37091692400; 55883347200","Cannabis-infused food and Canadian consumers’ willingness to consider “recreational” cannabis as a food ingredient","2018","Trends in Food Science and Technology","74","","","112","118","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042216124&doi=10.1016%2fj.tifs.2018.02.009&partnerID=40&md5=a4ba11d912eca3d126a3cc67c27ca384","At the time of this study, the Canadian government intends to legalize the use of recreational cannabis. Despite its intentions, the regulatory framework remains ambiguous. Food businesses, with their constant search for growth, are considering launching several food products with cannabis as an ingredient, once the drug is legalized. This study does not look at the health effects of cannabis per se, but rather consumers’ perception of cannabis as a food ingredient through the lens of food innovation, if it were to be legalized. It explores several dimensions, including cannabis-infused food products sold in grocery stores and dishes served at restaurants. It evaluates potential times when consumers would consume these products, in addition to their preferred food products. The survey also looks at perceived risks related to specific demographics such as children and pregnant women. The survey assesses both perceived risks and anticipated behaviour in a market in which a former illicit product becomes readily available. The results show that Canadians, although mostly favourable to cannabis's legalization and willing to try cannabis-infused food products, are concerned about health risks the drug represents, especially for young children. Results also suggest that most Canadians do not feel knowledgeable enough to cook with cannabis at home, which opens an opportunity for leaders in the industry. Finally, the study presents limitations and suggested future paths for research. © 2018 Elsevier Ltd","","Food additives; Food products; Health risks; Risk assessment; Surveys; Food ingredients; Food innovations; Grocery stores; Health effects; Pregnant woman; Regulatory frameworks; Through the lens; Young children; Drug products","Elsevier Ltd"
"Parker K.A.; Di Mattia A.; Shaik F.; Cerón Ortega J.C.; Whittle R.","Parker, Karen A. (57206466867); Di Mattia, Attilio (57206484107); Shaik, Fatima (57206475089); Cerón Ortega, Juan Carlos (57206482838); Whittle, Robert (57206472052)","57206466867; 57206484107; 57206475089; 57206482838; 57206472052","Risk management within the cannabis industry: Building a framework for the cannabis industry","2019","Financial Markets, Institutions and Instruments","28","1","","3","55","52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061704907&doi=10.1111%2ffmii.12104&partnerID=40&md5=46e042b0c88327d135f10677171973c6","Thirty states and the District of Columbia have legalized the use of cannabis for medicinal and/or recreational use by either formally or informally de-criminalizing its use. However, cannabis remains a Schedule 1 drug under the Federal Controlled Substances Act (21 U.S.C. Sections 801 through 812), leaving federal law in conflict with the laws of over half of the states. As a result, market participants in legal cannabis businesses face risks due to the industry's unique legal status within the United States. We examine the risks and challenges deemed by the cannabis industry as the top risks facing the industry's continued future growth and its sustainability. In addition to general risks inherent in a nascent industry, a legal cannabis business faces additional risks, such as risks in its banking and finance activity, placement of insurance, payment of taxes, and managing its supply chain. These legal businesses also face true legal risk from the possibility of being shut down by the federal government and seizure of assets and product under the CSA. This paper also examines whether the cannabis industry would benefit from a futures market to mitigate price risk. © 2019 New York University Salomon Center and Wiley Periodicals, Inc.","banking risk; Cannabis; controlled substances act; funding and finance risk; insurance risk; legal risk; legal risk; marijuana; market and pricing risk; supply-chain risk","","Blackwell Publishing Inc."
"Veta D.J.; Nonaka M.; Konko J.S.","Veta, D. Jean (57201802187); Nonaka, Michael (57211713193); Konko, Jenny Scott (57211714589)","57201802187; 57211713193; 57211714589","House Financial Services Committee Passes Cannabis Banking Bill","2019","Banking Law Journal","136","6","","312","315","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074891751&partnerID=40&md5=cd40e21f4f445ebcbe05b2e7de64c46f","The House Financial Services Committee recently voted 45-15 to advance to the full House of Representatives the ""Secure and Fair Enforcement Banking Act of2019."" The Act would shield banks and credit unions from federal regulatory penalties for providing financial services to legitimate cannabis-related businesses and service providers. The authors of this article discuss the bill. © 2019 Sheshunoff Information Services. All rights reserved.","","","Sheshunoff Information Services"
"Guttery R.S.; Poe S.L.","Guttery, Randall S. (6506277905); Poe, Stephen L. (7007014098)","6506277905; 7007014098","Using a cannabis real estate investment trust to capitalize a marijuana business","2018","Journal of Real Estate Portfolio Management","24","2","","201","206","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054956912&partnerID=40&md5=87234e9d7321246f5ebedca0825db818","The cannabis industry is growing rapidly, with a majority of states having passed legislation allowing the use of marijuana in some capacity. Significant challenges exist for those seeking to invest in this industry. An alternative source of financing could be a real estate invest-ment trust (REIT). The investment risk can be spread among many investors, who can offer longer-Term and lower interest rate loans than tra-ditional financing. The major downsides to REIT investing are risks related to the fact that marijuana is still illegal under federal law. As REITs must dis-tribute at least 90% of taxable income as share-holder dividends, this leaves minimal capital for expansion and growth. © 2018 American Real Estate Society. All rights reserved.","","","American Real Estate Society"
"Walsh J.M.","Walsh, J. Michael (35581912900)","35581912900","New technology and new initiatives in U.S. workplace testing","2008","Forensic Science International","174","2-3","","120","124","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-37649013287&doi=10.1016%2fj.forsciint.2007.03.011&partnerID=40&md5=14f9bebe8f99c44d877262ed40e35bd1","A current perspective of workplace drug testing in the USA is presented covering three major issue areas: (1) epidemiology, (2) new technology and (3) initiatives to reach out and assist small business. First, national illegal drug-use self-reported survey data is compared with national laboratory drug testing results, illustrating a number of inconsistencies. During the 17-year period (1988-2004) the number of laboratory positive test results has decreased by 66% while during the same period self-reported drug-use has increased by 30%. The lack of concurrence between lab results and self-report surveys are examined in light of the typical panel of drugs being tested in U.S. laboratories, the increased specificity of immunoassay screening tests, and the critical issues of adulteration and substitution. Second, a brief review of the state-of-the-science in rapid point-of-collection (POCT) oral fluid drug-testing devices is presented along with some device evaluation findings. In general the window of drug detection in oral fluid is measured in hours. Most of the available oral fluid POCT devices can detect methamphetamine and amphetamines and opiates very well. The ability to detect cocaine appears to vary significantly across devices, while the ability to detect cannabis use is generally poor across all devices. Finally, efforts to reach out and assist small businesses in the development of workplace anti-drug programs are discussed in the context of increasing workplace programs in the European Union. © 2007 Elsevier Ireland Ltd. All rights reserved.","Epidemiology; Oral fluid drug tests; Small business; Urinalysis","amphetamine; cannabis; cocaine; methamphetamine; opiate; article; consensus development; drug determination; drug screening; drug use; evaluation; health program; health survey; human; immunoassay; information processing; laboratory test; point of care testing; priority journal; self report; United States; workplace","Elsevier Ireland Ltd"
"Oglesby P.","Oglesby, Patrick (57201697794)","57201697794","Designing a federal tax on cannabis","2018","Journal of Drug Policy Analysis","11","1","20170007","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045847222&doi=10.1515%2fjdpa-2017-0007&partnerID=40&md5=44c31b31ba6a4a44337f477fae5abc08","A Federal tax on cannabis requires answers to several questions: 1. What should we tax? What should be the ""base"" or bases of a cannabis tax? (Possible bases include: Price; weight of various product types [like flower, trim, and concentrate]; and THC content.) 2. Given any base, what should the tax rate be? 3. Should medical cannabis bear full tax? 4. Should marijuana advertising and selling expenses become deductible for federal income tax purposes? (That would treat cannabis businesses like other businesses; current Internal Revenue Code section 280E bars such deductions.) Recently introduced federal legislation provides answers, some more aligned with drug policy than others, to those questions. © 2018 Walter de Gruyter GmbH, Berlin/Boston.","cannabis; marijuana","","Walter de Gruyter GmbH"
"Moiseeva E.K.","Moiseeva, Ekaterina Katya (59144336600)","59144336600","The Logic of NIMBYism: Class, Race, and Stigma in the Making of California's Legal Cannabis Market","2024","Law and Social Inquiry","49","2","","1107","1137","30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188634815&doi=10.1017%2flsi.2023.18&partnerID=40&md5=38e20bb8057a014503513108a8e84462","This article explores how not-in-my-backyard (NIMBY) sentiments affect the implementation of new cannabis laws in California cities. Despite increasing legality and growing social tolerance, the actual status of cannabis remains controversial. Large segments of the population and local authorities remain uncomfortable with the use of cannabis and resist allowing cannabis facilities in their communities. I employ statistical analysis to understand why some jurisdictions move toward more permissive cannabis policies and others do not. The results show that, on average, socially and economically prosperous cities express higher support for cannabis legalization, but cannabis businesses are more likely to receive permits in cities that are socially and economically distressed. The disparity between demand (white middle-class communities) and supply (poor Hispanic communities) demonstrates that stereotypes generated by the war on drugs have not disappeared after the passage of new cannabis laws and continue to perpetuate the marginalization of disadvantaged individuals and places.  © The Author(s), 2023. Published by Cambridge University Press on behalf of American Bar Foundation.","","","Cambridge University Press"
"Small E.","Small, Ernest (56235712600)","56235712600","Cannabis: A complete guide","2016","Cannabis: A Complete Guide","","","","1","598","597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177522194&doi=10.1201%2f9781315367583&partnerID=40&md5=d2647e403510ce53fb99c95953ffa7bc","Cannabis sativa is best known as the source of marijuana, the world's most widely consumed illicit recreational drug. However, the plant is also extremely useful as a source of stem fiber, edible seed oil, and medicinal compounds, all of which are undergoing extremely promising research, technological applications, and business investment. Indeed, despite its capacity for harm as a recreational drug, cannabis has phenomenal potential for providing new products to benefit society and for generating extensive employment and huge profits. Misguided policies, until recently, have prevented legitimate research on the beneficial properties of cannabis, but there is now an explosion of societal, scientific, and political support to reappraise and remove some of the barriers to usage. Unfortunately, there is also a corresponding dearth of objective analysis. Towards redressing the limitation of information, Cannabis: A Complete Guide is a comprehensive reference summarizing botanical, business, chemical, ecological, genetic, historical, horticultural, legal, and medical considerations that are critical for the wise advancement and management of cannabis in its various forms. This book documents both the risks and benefits of what is indisputably one of the world's most important species. The conflicting claims for medicinal virtues and toxicological vices are examined, based mainly on the most recent authoritative scientific reviews. The attempt is made consistently to reflect majority scientific opinion, although many aspects of cannabis are controversial. Aside from the relevance to specialists, the general public should find the presentation attractive because of the huge interest today in marijuana. Unfortunately, society has become so specialized and compartmentalized that most people have limited appreciation of the importance of science to their lives, except when a topic like marijuana becomes sensationalized. This review of cannabis can serve as a vehicle for public education in the realm of science and technology. Indeed, towards the goal of disseminating the important information in this book to a wide audience, the presentation is user-friendly, concise, and well-illustrated in the hope that non-specialists will find the topics both informative and entertaining. © 2017 by Taylor & Francis Group, LLC. All rights reserved.","","","CRC Press"
"Yaskewich D.M.","Yaskewich, David M. (56805149500)","56805149500","Local Prohibitions on Marijuana: Factors Associated With Bans on Medical and Recreational Businesses","2022","Contemporary Drug Problems","49","4","","522","536","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131711918&doi=10.1177%2f00914509221105285&partnerID=40&md5=512aea17f9eb740291424b2655b742e1","Marijuana legalization in U.S. states has introduced new regulatory processes, which allow for some degree of local authority. A common provision in state laws has provided a local option, which enables municipalities to prohibit commercial cannabis facilities within their borders. This paper examined potential determinants of prohibition decisions, with an emphasis on community and local government characteristics. Using a multivariate logistic regression model, determinants of local decisions to prohibit cannabis businesses in Michigan were analyzed. A unique feature of Michigan’s approach to legalization included separate local options to opt into medical marijuana and opt out of recreational marijuana. The results found that both community and local government characteristics explain variation in prohibitions on marijuana businesses. In general, local governments were more tolerant of marijuana businesses in areas with lower densities of senior citizens and higher densities of Black residents. However, the effects of some determinants varied based on whether the decision was to allow medical or recreational marijuana. Higher income areas were more likely to opt out of recreational marijuana, but they were no different from other areas on the likelihood of opting into medical marijuana. Prohibition decisions also were affected by local government characteristics, such as the number of members on city council, female representation, and having a council-manager form of government. © The Author(s) 2022.","cannabis; local government; marijuana; marijuana legalization","","SAGE Publications Inc."
"Hill J.A.","Hill, Julie Andersen (55478852200)","55478852200","CANNABIS BANKING: WHAT MARIJUANA CAN LEARN FROM HEMP","2021","Boston University Law Review","101","3","","1043","1104","61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128100166&partnerID=40&md5=12ce27241cdab8e79f5488276c26c08c","Marijuana-related businesses have banking problems. Many banks explain that, because marijuana is illegal under federal law, they will not serve the industry. Even when marijuana-related businesses can open bank accounts, they still have trouble accepting credit cards and getting loans. Some hope to fix marijuana's banking problems with changes to federal law. Proposals range from broad reforms removing marijuana from the list of controlled substances to narrower legislation prohibiting banking regulators from punishing banks that serve the marijuana industry. But would these proposals solve marijuana's banking problems? In 2018, Congress legalized another variant of the Cannabis plant species: hemp. Prior to legalization, hemp-related businesses, like marijuana-related businesses, struggled with banking. Some hoped legalization would solve hemp's banking problems. It did not. By analyzing the hemp banking experience, this Article provides three insights. First, legalization does not necessarily lead to inexpensive, widespread banking services. Second, regulatory uncertainty hampers access to banking services. When banks were unsure what state and federal law required of hemp businesses and were unclear about bank regulators' compliance expectations for hemp-related accounts, they were less likely to serve the hemp industry. Regulatory structures that allow banks to easily identify who can operate cannabis businesses and verify whether the business is compliant with the law are more conducive to banking. Finally, even with clear law and favorable regulatory structures, the emerging cannabis industry will still present credit, market, and other risks that make some banks hesitant to lend.  © 2021 Julie Andersen Hill.","","","Boston University Law Review"
"Beauregard V.; Brochu S.; Tardif-Gagné X.","Beauregard, Valérie (36665718500); Brochu, Serge (57206308010); Tardif-Gagné, Xanthia (36667672100)","36665718500; 57206308010; 36667672100","A portrait of the culture of cannabis in the province of Quebec; [La culture du cannabis au Québec: Un état de la situation]","2010","Revue Internationale de Criminologie et de Police Technique et Scientifique","63","1","","86","99","13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649975690&partnerID=40&md5=280dc636b358888fd00ff34397581edb","The increasing popularity of cannabis among drug users in Quebec over the last decade largely exceeded any other illicit substances. This situation provides a first clue as how to explain the involvement of Quebec in the culture of cannabis. Supplanting British Columbia, Quebec now counts the largest number of cases of production of cannabis. Since this culture is profitable and relatively easy, criminal groups see in this business a quick and efficient way of making easy money. The profits from the cultivation and traffic of cannabis are often used to finance other illegal activities. This craze for culture has generated significant technological progress, particularly for domestic culture, improving profitability and quality of cannabis. Circumstantial evidence suggests that this production is not only used domestically to satisfy local drug users, but that a considerable proportion is exported to the United States. This article aims to focus on Quebec's position in the field of cannabis cultivation.","Cannabis; Cultivation; Exportation; Organized crime; Producing country; Quebec","",""
